gene_id	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G47990	ATGA2OX4:Arabidopsis thaliana gibberellin 2-oxidase 4;GA2OX4:gibberellin 2-oxidase 4	1416.65672922887	2.05254630975737	0.108187933182595	18.8380683582902	3.6815843632115e-79	7.36795478609518e-75
AT2G26390	NA	325.097852472264	1.35741386049679	0.133161648897323	10.1566311410723	3.09589323495556e-24	3.09790556555828e-20
AT3G48340	CEP2:cysteine endopeptidase 2	19750.3644729225	0.807592785625725	0.0837347214841186	9.64435942426731	5.19344221809559e-22	3.46454530369157e-18
AT1G05010	NA	2083.7842400264	1.02179426795192	0.107899298656299	9.46400506351132	2.96368951915316e-21	1.42542228370864e-17
AT3G47340	NA	1103.64661317933	1.06914186944848	0.113029551940551	9.4447881171031	3.56124090268485e-21	1.42542228370864e-17
AT4G37160	NA	931.321310806056	-0.861139373533206	0.114443978553029	-7.52004364344383	5.47579601702188e-14	1.82645176147765e-10
AT5G63160	BT1:BTB and TAZ domain protein 1	7282.74456459134	0.626626681354335	0.0867647084187052	7.22154413160781	5.14005347607818e-13	1.46954128881075e-09
AT3G16440	ATMLP-300B:myrosinase-binding protein-like protein-300B;MEE36:maternal effect embryo arrest 36;MLP-300B:myrosinase-binding protein-like protein-300B	8260.56245312888	0.668207180251902	0.0929201883943496	7.19074082126079	6.44407061217043e-13	1.61206481451708e-09
AT3G20940	NA	1190.39398356118	0.777478139135486	0.10896005619677	7.12971014427109	1.00580509111116e-12	2.23657525426751e-09
AT3G59930	NA	3203.88901687637	0.691893293465795	0.0973305955690695	7.10725860620847	1.18370516653299e-12	2.36894914978248e-09
AT2G32610	ATCSLB01:cellulose synthase-like B1;ATCSLB1:CELLULOSE SYNTHASE LIKE B1;CSLB01:CELLULOSE SYNTHASE LIKE B1;CSLB01:cellulose synthase-like B1	6233.36136114102	0.654660573996303	0.0934766186791357	7.00297302483785	2.50587094949197e-12	4.55909048292571e-09
AT1G05450	NA	475.767461162692	0.895250990253389	0.129553854902342	6.90472831266756	5.02995996655644e-12	8.38871573422451e-09
AT1G07690	NA	123.157815685048	0.857691892244303	0.132996895095825	6.61077431212875	3.82314969504644e-11	5.46519248906889e-08
AT3G22060	NA	7952.72280639511	0.573906877918852	0.0866839475389599	6.62028092250313	3.58516883248944e-11	5.46519248906889e-08
AT1G63580	NA	197.242539656079	0.883130413221013	0.136248354763455	6.50160334941131	7.94684109395843e-11	1.06026753875593e-07
AT2G25940	ALPHA-VPE:alpha-vacuolar processing enzyme;ALPHAVPE	3086.23165803732	0.615889048958786	0.0958177397428815	6.426356892055	1.30698347922401e-10	1.63479127310688e-07
AT5G02540	NA	5466.57012865271	0.5811034408229	0.091745219828718	6.33336413039277	2.3987254631829e-10	2.82386427615761e-07
AT5G54940	NA	6067.34551422073	0.634490077831714	0.100967084212118	6.28407015721214	3.29821746482938e-10	3.66706811797946e-07
AT3G57620	NA	1863.55151198911	0.663943108550567	0.105945337440874	6.26454539821525	3.7391461803887e-10	3.93850171095364e-07
AT2G30770	CYP71A13:cytochrome P450, family 71, subfamily A, polypeptide 13	74.1982917723656	-0.735752528429479	0.124613924510753	-6.22516561556729	4.81047586254655e-10	4.3760024289611e-07
AT4G38620	ATMYB4:myb domain protein 4;MYB4:myb domain protein 4	5827.42999451165	0.575213962897396	0.0921989007548754	6.23840702477676	4.420492304495e-10	4.3760024289611e-07
AT5G50260	NA	7276.30110614035	0.569005253408455	0.0913682157984156	6.22719049842736	4.74873590802975e-10	4.3760024289611e-07
AT1G79330	NA	3073.33539697976	0.583067899260908	0.0942093596457669	6.18794426324711	6.09538711101578e-10	5.30378183707647e-07
AT5G23840	NA	2965.17133570935	0.581857272391755	0.094259532479544	6.17174282018556	6.75413013176002e-10	5.63210026362139e-07
AT1G61750	NA	912.484199612135	0.741111563673307	0.120781404445599	6.13439377450558	8.54845401001702e-10	6.84320840409882e-07
AT1G73600	NA	743.20157599646	0.729131578023276	0.118940671884527	6.1247672179281	9.08162802118732e-10	6.99040852261623e-07
AT5G17700	NA	1931.53110286827	0.613853664413953	0.100422480480876	6.1106248223377	9.92418213213262e-10	7.35602433371741e-07
AT2G35770	scpl28:serine carboxypeptidase-like 28	2565.79931766877	0.638837948937409	0.105488550853305	6.05468090918685	1.4069627622541e-09	1.00562663432112e-06
AT2G41850	ADPG2:ARABIDOPSIS DEHISCENCE ZONE POLYGALACTURONASE 2;PGAZAT:polygalacturonase abscission zone A. thaliana	34505.616985998	0.490551213262044	0.0818437988929917	5.99372958929066	2.05082283520125e-09	1.41527991037526e-06
AT1G65680	ATEXPB2:expansin B2;ATHEXP BETA 1.4;EXPB2:expansin B2	6115.76298786461	0.549559597263814	0.0918939678340825	5.97989515680403	2.23281283063661e-09	1.48950943931768e-06
AT5G23000	ATMYB37;MYB37:myb domain protein 37;RAX1:REGULATOR OF AXILLARY MERISTEMS 1	322.013772802234	0.792998565839989	0.134047197504452	5.92231147821963	3.17447625884205e-09	2.04938043123245e-06
AT5G56870	NA	1206.52730103504	0.634468690358758	0.107433748857345	5.90249831110569	3.58037784544928e-09	2.23919068190551e-06
AT3G10080	NA	3328.0554788063	-0.609657090491954	0.104021655003462	-5.86068418593816	4.60963926590397e-09	2.71331501848636e-06
AT3G55970	ATJRG21;JRG21:jasmonate-regulated gene 21	640.598028782031	0.71979201785649	0.122694605387434	5.86132761881423	4.59180997969894e-09	2.71331501848636e-06
AT3G26220	CYP71B3:cytochrome P450, family 71, subfamily B, polypeptide 3	306.521636084142	0.777351777888969	0.133012699113639	5.84248550457003	5.14276627588097e-09	2.94063375654874e-06
AT3G25710	ATAIG1;BHLH32:basic helix-loop-helix 32;TMO5:TARGET OF MONOPTEROS 5	1866.2599492239	0.593516547316345	0.101923928750144	5.82149094697029	5.83249653298244e-09	3.24238203096049e-06
AT4G12910	NA	18525.1382424758	0.494034879176491	0.0850680122496351	5.80746806860524	6.34246427281615e-09	3.34030888136499e-06
ATMG00090	NA	11760.9379073833	-0.594024741580767	0.102292132046021	-5.80752950814224	6.34013803643396e-09	3.34030888136499e-06
AT2G26560	NA	10313.0437695101	0.495705434499182	0.0855087631620447	5.79691048693199	6.75477209935316e-09	3.46623728267576e-06
ATMG01390	NA	207577.05105665	-0.607255529826479	0.105066296167077	-5.78048402227384	7.44860123447232e-09	3.72672141263736e-06
AT1G71880	NA	2295.63844802226	0.592781718023438	0.103199662437403	5.7425899083535	9.32393437903512e-09	4.55121704213731e-06
AT3G14850	TBL41:TRICHOME BIREFRINGENCE-LIKE 41	274.925262928085	0.767298240086412	0.134177922325016	5.71785623409996	1.07876350711728e-08	5.14030811141385e-06
AT1G52200	NA	2285.3511988785	0.550812436052425	0.0977333999519518	5.63458410648296	1.75481303691253e-08	8.16722635063501e-06
AT2G43860	NA	993.29816212846	0.624882928460803	0.113360407006421	5.50969887404789	3.59448078098539e-08	1.6349169061332e-05
ATMG00080	RPL16:ribosomal protein L16	4500.66225412265	-0.623505107457789	0.114060051768496	-5.467537898611	4.56329661412009e-08	2.02945011418634e-05
AT2G29450	NA	2035.07398173309	0.549291629271468	0.100688771211476	5.45412076642245	4.92157470344782e-08	2.14120596826307e-05
AT4G12480	EARLI1:EARLY ARABIDOPSIS ALUMINUM INDUCED 1;pEARLI 1	1263.25079222573	-0.640679478214336	0.118078814967691	-5.42588928757221	5.76666968013979e-08	2.45549702784336e-05
AT3G14770	AtSWEET2;SWEET2	5442.37361588267	0.486660764810961	0.0898417746197751	5.41650118508411	6.07765880524678e-08	2.53400386811258e-05
AT5G28490	LSH1:LIGHT-DEPENDENT SHORT HYPOCOTYLS 1;OBO2:ORGAN BOUNDARY 2	1474.83092992958	0.570388886105244	0.106092072538821	5.37437105724405	7.68504545968602e-08	3.13879213846319e-05
AT3G18280	NA	4729.45470982757	-0.589554126024361	0.110553968195039	-5.3332264308174	9.6482876566862e-08	3.86182361746522e-05
AT2G32660	AtRLP22:receptor like protein 22;RLP22:receptor like protein 22	900.826890563586	0.634029236196303	0.119117583088753	5.32118017493061	1.03096231794817e-07	4.0456174253131e-05
AT3G48360	ATBT2;BT2:BTB and TAZ domain protein 2	11605.7566613811	0.487284882589815	0.09180530570417	5.30768601333545	1.11025680043144e-07	4.22458876297957e-05
AT4G00040	NA	2164.74149802034	-0.544996199839925	0.102698220929438	-5.30629005751115	1.11878880946343e-07	4.22458876297957e-05
AT3G19390	NA	5110.75815770692	0.509544880553698	0.0968147486235878	5.26267884033541	1.41971452046195e-07	5.26161975888982e-05
AT3G22740	HMT3:homocysteine S-methyltransferase 3	578.2078542591	0.643218600357059	0.12307451123929	5.22211567650138	1.76890407778136e-07	6.43655951066152e-05
AT1G28130	NA	28552.744922712	0.459109436471623	0.0879907767980487	5.2176965613594	1.81161929330404e-07	6.47427444944533e-05
AT2G46750	AtGulLO2;GulLO2:L -gulono-1,4-lactone ( L -GulL) oxidase 2	8081.71367973535	0.448898702175128	0.0877306996864678	5.11655943689008	3.11159262884372e-07	0.000109249654879034
AT2G29940	NA	7547.36446312491	0.442256821378945	0.0875967135691688	5.0485714517169	4.45125990335153e-07	0.000153591490423749
AT1G10657	NA	50.6182994550984	0.505826527059168	0.110479764055443	5.04071299397716	4.63800601434371e-07	0.000157322736211967
AT1G13110	CYP71B7:cytochrome P450, family 71 subfamily B, polypeptide 7	2810.94919269589	0.490284229784227	0.0980792226567754	4.99805770039936	5.79106583995255e-07	0.000193161001091617
AT5G65690	PCK2:phosphoenolpyruvate carboxykinase 2;PEPCK:PHOSPHOENOLPYRUVATE CARBOXYKINASE	5499.40207193291	0.450194770529837	0.0904626300921374	4.97628820509089	6.48151219897738e-07	0.00021264672727563
AT3G08040	ATFRD3;FRD3:FERRIC REDUCTASE DEFECTIVE 3;MAN1:MANGANESE ACCUMULATOR 1	2109.02191137168	0.486716614327506	0.0984260506475423	4.94397524135072	7.65454291338232e-07	0.000247081237621807
AT3G61890	ATHB-12:homeobox 12;ATHB12:ARABIDOPSIS THALIANA HOMEOBOX 12;HB-12:homeobox 12	384.921228189793	0.638012074440582	0.129601215615162	4.92008940515823	8.65046889857905e-07	0.000274796562011528
AT2G43290	MSS3:multicopy suppressors of snf4 deficiency in yeast 3	4640.81791340652	0.444135079621214	0.0903318791900586	4.91630241275246	8.81941247619107e-07	0.000275785784196894
AT1G73220	NA	3022.27493394669	0.533239635276292	0.108565674116855	4.91119108678491	9.05248153233317e-07	0.000278718942933206
AT1G03850	NA	1466.78467460308	0.525595162953055	0.107752144241475	4.87668300328895	1.0788459859892e-06	0.00032713552602427
AT4G13250	NA	1961.51216860257	0.490062441423577	0.100656156368956	4.86773761211504	1.1288306792306e-06	0.00033718340870809
AT3G58190	ASL16:ASYMMETRIC LEAVES 2-LIKE 16;LBD29:lateral organ boundaries-domain 29	3319.45507042461	0.507010048389451	0.104587406763612	4.84754074713788	1.25001363356313e-06	0.000367890041889689
AT2G32620	NA	326.604657321877	0.638400900203444	0.133322127320633	4.79052986530302	1.66341461259852e-06	0.000482462560028031
AT1G26820	NA	3692.56860244902	0.447511120998353	0.0936872486445136	4.7762175877342	1.78623113886918e-06	0.000510683482602699
AT3G01670	AtSEOR2:Arabidopsis thaliana sieve element occlusion-related 2;SEOa:sieve element occlusion a;SEOR2:sieve element occlusion-related 2	852.554740443414	-0.582870127909089	0.122397424657188	-4.76200008682244	1.91683600160069e-06	0.000540304773239924
AT4G30490	NA	2619.66959950325	0.530217201004265	0.11201206420738	4.73370128414372	2.20462118472711e-06	0.000612792830138106
AT2G19990	PR-1-LIKE:pathogenesis-related protein-1-like	14584.0606919296	0.398025100384885	0.084502050776862	4.71016805181325	2.47512619891111e-06	0.000678557542723399
AT2G46650	NA	677.89241347058	0.585938631792486	0.124627952571608	4.70102169221288	2.58863010967992e-06	0.000688034758541112
AT4G22610	NA	1379.46468897051	0.502998690082651	0.106943931484307	4.70216153725314	2.57421710624319e-06	0.000688034758541112
AT5G27350	SFP1	7971.73547598343	0.416716249480303	0.088677113288781	4.69912119401229	2.61283374052488e-06	0.000688034758541112
AT5G13220	NA	734.401041846344	0.552969579808607	0.11784724845836	4.68970786064749	2.73595381899833e-06	0.000703231790969041
AT5G61590	NA	6602.71959322034	0.408099720163812	0.0870231001825079	4.6893440346981	2.74082245018664e-06	0.000703231790969041
AT1G21000	NA	9879.46159703232	0.398688041633733	0.0851219468044805	4.68360882314705	2.81867696682161e-06	0.000705127276712512
AT2G34350	NA	230.841448644328	0.634439155610073	0.135560199459003	4.68414608738567	2.81129455634475e-06	0.000705127276712512
AT3G60140	BGLU30:BETA GLUCOSIDASE 30;DIN2:DARK INDUCIBLE 2;SRG2:SENESCENCE-RELATED GENE 2	8263.31748678691	0.478666601781972	0.102724885686142	4.65982107288097	3.16484372383254e-06	0.000781950832655071
AT1G07150	NA	1267.09345461232	0.542388520367948	0.116429204253416	4.65720229597717	3.20535445645405e-06	0.000782301935817255
AT1G55240	NA	2667.12094684641	0.472809316595836	0.101782767311987	4.64458450826442	3.40761544410947e-06	0.00080231303391721
AT2G38480	NA	1280.54826606163	0.541476982780668	0.116528895889795	4.64635597876976	3.37849807128723e-06	0.00080231303391721
AT5G43520	NA	1185.86803660553	0.508250730822866	0.10930975420245	4.64788662607233	3.35353135134616e-06	0.00080231303391721
AT3G16240	NA	6195.24898100919	-0.548291943105352	0.118285587901599	-4.63655473236629	3.54264420395032e-06	0.000824406261089043
AT4G34320	NA	1458.97731360942	0.486197340863859	0.105060609656829	4.62640538292762	3.72066721632794e-06	0.000855881758624954
AT5G19230	NA	7007.39163904771	0.434404904398109	0.0939805262197524	4.62218933030636	3.79711214336913e-06	0.000863540969605074
AT5G42720	NA	640.90073131417	-0.577775679439404	0.125610677895874	-4.59967908581617	4.23142289786522e-06	0.000951499623089626
AT3G49780	ATPSK3 (FORMER SYMBOL);ATPSK4:phytosulfokine 4 precursor;PSK4:phytosulfokine 4 precursor	4605.51117373642	0.434779326483248	0.0946147893139738	4.59503304783093	4.32680688579515e-06	0.000962137624504648
AT1G47590	NA	366.487279537091	0.605805394876814	0.132301903846329	4.5801637416839	4.64612040850564e-06	0.00102178909599366
AT5G07030	NA	2147.23883935238	-0.535421852143454	0.116993487052602	-4.57689105819566	4.71937067053652e-06	0.00102661701336356
AT2G39420	NA	3072.56111566655	0.423641505878747	0.0934797106990191	4.53141316493052	5.85904202817161e-06	0.00126082804419138
AT1G13300	HRS1:HYPERSENSITIVITY TO LOW PI-ELICITED PRIMARY ROOT  SHORTENING 1	2737.82327205446	0.453644013313661	0.100198215789256	4.5268243651872	5.98766641506189e-06	0.00126333636786336
AT4G16620	NA	1993.58566756814	0.450899554274858	0.099596031403473	4.52649683416401	5.99694973002645e-06	0.00126333636786336
AT4G23500	NA	2593.8856395656	0.454130318463046	0.100513845161184	4.51740845501285	6.26010779467026e-06	0.00130503684682017
AT1G48260	CIPK17:CBL-interacting protein kinase  17;SnRK3.21:SNF1-RELATED PROTEIN KINASE 3.21	1119.18523701046	0.539081090478763	0.119527748262121	4.51001262570324	6.48237675298188e-06	0.00133744129853017
AT2G20670	NA	1096.393415012	0.519733501552407	0.115302633380402	4.50594742129628	6.60774490065327e-06	0.00134939590506912
AT4G37610	BT5:BTB and TAZ domain protein 5	1134.00629392791	0.509359697429696	0.113352328448035	4.49262031041452	7.03521499521039e-06	0.00142217937069844
